14.1018,1.9297,0.77,0.21,2,4
7.1902,7.6249,0.89,0.25,4,4
12.6535,15.1641,0.95,0.07,1,1
8.1632,7.6781,0.56,0.12,3,3
12.4142,14.0745,0.78,0.12,4,3
7.9481,19.9218,0.96,0.13,3,2
7.6245,1.7284,0.31,0.25,2,4
6.2239,11.0129,0.66,0.15,2,4
11.4528,18.7107,0.31,0.19,3,2
3.7347,9.3048,0.15,0.11,3,1
13.3443,5.6301,0.69,0.25,4,4
4.0112,15.4049,0.95,0.06,4,3
13.2844,3.6509,0.01,0.21,4,4
14.7113,7.0879,0.93,0.23,3,2
6.9885,11.7114,0.33,0.17,3,4
13.6711,12.8533,0.33,0.07,1,2
6.9233,8.6627,0.98,0.20,4,2
9.8210,10.2497,0.62,0.23,4,3
8.5225,14.5382,0.21,0.23,4,2
9.6093,15.7005,0.84,0.13,3,4
10.0393,16.2934,0.15,0.12,1,4
8.9081,10.3371,0.21,0.22,1,3
13.0400,24.2697,0.07,0.05,4,1
7.9269,10.2060,0.51,0.18,2,2
15.0854,6.3759,0.91,0.08,3,3
13.9583,14.4746,0.35,0.10,2,2
8.8329,18.9278,0.71,0.06,1,4
15.4317,2.0852,0.14,0.23,2,4
10.9803,4.9276,0.04,0.07,4,1
6.5447,13.7956,0.89,0.16,2,1
1.1484,7.3236,0.81,0.21,3,4
10.0763,5.8989,0.96,0.18,3,2
12.6207,11.3106,0.65,0.15,4,4
6.9652,6.4486,0.15,0.25,4,3
13.5488,10.4713,0.53,0.19,1,1
12.7336,3.3588,0.42,0.15,2,4
12.8733,17.8925,0.27,0.21,2,3
7.1251,10.6866,0.98,0.07,4,4
10.7750,6.8556,0.93,0.06,4,4
10.9977,4.7407,0.23,0.21,4,3
6.9764,13.8656,0.80,0.21,4,1
13.4864,13.8441,0.97,0.09,4,1
14.9574,13.3017,0.61,0.09,3,4
19.0592,7.7863,0.46,0.09,1,3
6.0987,13.9955,0.40,0.18,3,4
3.3863,1.4945,0.49,0.07,1,1
7.1198,3.4595,0.90,0.14,3,1
9.7903,10.0636,0.61,0.12,2,1
18.6676,5.3627,0.98,0.25,3,4
18.3113,2.3509,0.84,0.22,2,2
13.0858,12.3136,0.30,0.13,3,1
6.1839,6.0627,0.60,0.05,4,1
11.4644,12.7384,0.36,0.24,4,2
16.0689,16.6699,0.16,0.13,4,2
0.8346,14.9040,0.19,0.24,4,2
1.3921,6.2643,0.35,0.19,2,2
9.7193,13.4653,0.27,0.20,4,1
21.6485,18.1743,0.98,0.15,3,2
25.0860,14.2746,0.98,0.17,3,2
10.3843,15.4688,0.03,0.24,3,4
13.2583,3.3642,0.40,0.13,3,3
4.0454,9.4230,0.39,0.09,2,2
17.0299,12.1409,0.77,0.08,3,2
11.5222,11.7893,0.75,0.07,3,4
15.2755,7.5343,0.37,0.12,2,4
19.8244,11.5901,0.79,0.20,3,1
12.2029,4.6947,0.37,0.06,2,2
9.8205,18.3789,0.43,0.14,2,2
3.2405,7.1868,0.82,0.16,3,2
14.4850,9.6704,0.97,0.06,4,3
0.2659,8.8912,0.76,0.13,1,2
2.4723,23.2349,0.38,0.05,2,4
5.0385,16.3614,0.11,0.12,1,1
24.7924,8.7091,0.84,0.17,1,3
11.7557,18.3987,0.20,0.16,1,4
8.6602,8.2935,0.89,0.20,4,1
10.6304,4.9295,0.59,0.08,4,2
0.7812,8.9240,0.99,0.12,4,1
10.6208,10.7729,0.35,0.08,2,4
8.8198,11.8384,0.84,0.06,1,4
1.5795,16.3571,0.75,0.08,3,1
13.1380,3.1375,0.09,0.19,1,2
6.2808,18.9763,0.59,0.12,2,4
18.3801,14.2289,0.32,0.12,2,2
15.3033,9.6680,0.87,0.09,1,1
14.9850,12.9302,0.24,0.14,2,2
15.6311,19.7080,0.63,0.14,1,4
1.1702,16.0478,0.56,0.10,3,3
10.1149,14.8075,0.90,0.16,1,2
15.2111,16.0405,0.96,0.12,1,4
11.0562,2.3568,0.98,0.12,4,2
9.7037,8.4420,1.00,0.23,3,4
13.5549,19.1843,0.06,0.25,1,2
14.2854,8.1426,0.13,0.24,4,3
9.1196,11.2610,0.51,0.14,2,4
4.1708,12.1636,0.85,0.14,4,1
4.2646,11.4652,0.41,0.08,3,4
5.2147,5.9454,0.55,0.20,4,1
0.5356,25.3601,0.10,0.23,4,1
15.0309,16.4545,0.13,0.13,1,2
10.1581,21.0696,0.38,0.19,2,4
10.3845,13.0058,0.25,0.06,1,2
10.1903,3.8546,0.56,0.16,3,1
10.2756,19.9970,0.19,0.22,1,2
11.0010,11.9761,0.74,0.12,3,4
12.5103,15.1297,0.73,0.19,3,1
7.0820,15.9275,0.72,0.08,2,2
0.8249,5.6056,0.44,0.22,4,3
7.4297,5.9651,0.34,0.09,2,4
12.8227,12.7428,0.69,0.08,1,4
1.1060,2.5472,0.44,0.16,1,2
12.6962,22.4843,0.65,0.22,4,1
3.9770,12.5185,0.91,0.11,1,1
12.2448,7.5042,0.16,0.14,4,1
8.4996,2.8474,0.24,0.18,1,4
6.1703,0.6741,0.23,0.11,1,4
10.6737,10.3505,0.59,0.12,2,1
24.7110,7.3922,0.24,0.13,2,4
4.8850,20.6767,0.46,0.08,2,2
9.3120,0.4404,0.97,0.06,1,1
13.2567,1.2390,0.29,0.06,1,1
17.0775,11.8199,0.25,0.12,3,4
7.5553,5.4129,0.83,0.08,1,1
10.2198,12.4091,0.54,0.08,2,3
5.3951,9.7181,0.66,0.18,2,1
6.8745,5.5530,0.17,0.09,2,1
13.9137,5.0008,0.80,0.19,2,2
12.7181,14.8247,0.78,0.07,4,3
6.3498,4.3380,0.93,0.06,2,3
17.7421,11.4842,0.43,0.17,3,1
9.1366,13.6293,0.30,0.16,2,1
1.8152,12.9592,0.02,0.19,3,3
6.9015,5.4169,0.11,0.12,2,2
14.1807,1.4883,0.29,0.08,1,3
12.2028,4.0333,0.90,0.25,1,3
10.8477,8.7985,0.44,0.14,3,1
20.9960,7.6601,0.40,0.06,1,4
1.7978,4.2431,0.46,0.17,3,2
20.5890,6.6942,0.78,0.14,1,1
16.8883,12.3546,0.60,0.08,4,3
6.8080,14.6622,0.36,0.18,1,3
8.2839,23.3898,0.47,0.07,2,3
6.9880,13.8590,0.58,0.08,1,3
5.8343,5.1672,0.64,0.22,4,4
12.2392,15.6390,0.20,0.24,2,2
18.2135,5.4549,0.44,0.23,2,1
8.0221,2.2092,0.61,0.24,4,3
10.3433,5.0549,0.76,0.18,4,4
15.5335,9.8606,0.35,0.06,1,3
10.7907,4.1521,0.62,0.22,2,2
10.3356,12.7428,0.58,0.10,2,3
11.1123,6.0010,0.24,0.07,1,4
7.3893,1.9151,0.79,0.11,4,3
9.3730,19.2884,0.09,0.07,3,1
3.1391,10.1589,0.11,0.21,1,2
8.2088,15.5904,0.68,0.15,3,1
16.6462,14.1866,1.00,0.22,1,4
9.1572,2.6883,0.61,0.08,3,4
18.4959,10.1485,0.33,0.05,2,4
17.4073,18.3269,0.14,0.23,1,3
20.9077,0.3702,0.34,0.16,1,3
11.8350,6.8418,0.48,0.09,3,4
2.6447,1.6098,0.79,0.20,2,4
12.5741,17.7375,0.73,0.22,4,1
9.8293,10.3943,0.87,0.07,1,2
13.8849,15.2455,0.51,0.22,3,2
15.8462,9.3450,0.41,0.25,4,1
0.8818,20.7680,0.70,0.19,4,4
8.0426,13.7394,0.19,0.16,3,2
5.7968,7.7617,0.21,0.15,4,3
9.4627,13.5132,0.12,0.22,1,2
16.3966,0.4062,0.75,0.19,2,4
13.3880,13.1099,0.71,0.09,4,2
9.6804,5.0658,0.89,0.19,1,3
13.9060,5.9681,0.23,0.17,1,2
6.2081,8.9983,0.52,0.15,4,4
12.6216,3.1144,0.28,0.15,3,3
8.2665,4.5635,0.13,0.21,1,4
12.0065,3.1944,0.31,0.12,1,2
1.8486,10.7065,0.61,0.07,2,2
12.9093,5.0593,0.32,0.14,3,1
8.9146,7.0672,0.66,0.09,2,2
14.0640,11.5576,0.80,0.16,3,2
11.0451,21.2359,0.57,0.18,1,1
11.0171,23.9883,0.45,0.17,1,4
5.3089,16.6122,0.68,0.07,1,4
1.6628,1.0449,0.97,0.16,1,2
11.3832,1.8297,0.69,0.10,3,2
