9.1477,9.7525,0.99,0.12,4,3
3.4367,12.7071,0.87,0.07,4,2
8.4897,12.0126,0.08,0.09,4,1
3.7818,5.3971,0.03,0.07,1,1
16.1825,8.0798,0.94,0.05,3,4
12.9859,10.3657,0.26,0.11,1,1
16.7145,3.0791,0.87,0.17,1,4
12.5082,13.8995,0.88,0.17,3,1
7.4733,19.0954,0.25,0.20,4,4
6.6583,13.7776,0.37,0.23,4,2
11.5817,9.4567,0.07,0.09,4,3
12.0151,7.5480,0.13,0.10,4,2
18.9219,5.7184,0.20,0.16,3,2
20.7994,2.6634,0.65,0.21,1,4
13.6531,13.6621,0.11,0.13,2,2
7.0841,5.9316,0.39,0.24,4,4
21.6189,14.7185,0.27,0.11,1,4
4.8097,17.8729,0.21,0.09,2,2
0.7361,8.4909,0.06,0.08,4,3
6.3279,12.1428,0.60,0.13,2,3
8.4812,12.5370,0.68,0.06,1,4
8.0402,8.2017,0.28,0.24,1,1
13.2657,22.1739,0.34,0.11,1,3
10.3432,7.4843,0.69,0.11,1,4
16.4837,8.8277,0.21,0.16,2,4
4.2424,11.4842,0.52,0.07,3,1
6.5278,2.4347,0.45,0.13,3,1
24.5429,6.6642,0.85,0.17,2,4
11.8376,14.7431,0.84,0.20,3,1
1.3804,0.2879,0.45,0.06,1,2
11.2641,10.6489,0.66,0.08,4,2
0.8394,2.8344,0.66,0.16,4,4
13.2934,7.2815,0.22,0.19,1,4
8.9043,12.6957,0.41,0.08,4,2
21.2918,5.0761,0.17,0.14,2,2
8.0544,14.2341,0.39,0.09,2,1
13.0430,15.9157,0.12,0.06,2,4
11.9432,11.4749,0.99,0.05,2,4
17.4831,6.0096,0.96,0.08,3,2
12.5529,6.8812,0.06,0.23,2,3
3.8059,8.4690,0.48,0.18,3,3
17.4785,16.4640,0.84,0.09,1,1
13.8223,7.8351,0.23,0.09,2,4
15.5840,4.1900,0.38,0.06,1,2
7.0669,16.9842,0.39,0.19,1,2
12.9243,13.9632,0.30,0.07,4,4
8.0410,13.4642,0.08,0.24,2,4
12.1312,4.6555,0.67,0.05,4,4
13.2301,8.9368,0.27,0.17,1,3
9.3130,7.8433,0.98,0.14,4,1
13.1033,14.8936,0.73,0.09,2,4
18.2296,11.6114,0.49,0.15,2,3
13.9661,9.8721,0.96,0.07,2,4
5.1299,8.8688,0.45,0.13,4,4
3.5177,4.2478,0.40,0.09,1,4
8.7606,4.9113,0.10,0.24,3,3
6.8869,7.4020,0.73,0.18,2,3
15.9927,16.4708,0.81,0.18,2,3
1.4797,11.4492,0.48,0.18,2,2
16.7510,13.2324,1.00,0.16,1,3
15.7106,10.7599,0.67,0.24,2,2
3.3444,5.8922,0.19,0.22,4,1
5.5319,1.5294,0.82,0.14,3,3
26.6040,11.5211,0.69,0.24,3,1
7.2736,13.3705,0.61,0.10,4,3
10.5887,17.4166,0.90,0.19,1,4
20.8812,15.3005,0.30,0.09,4,1
7.8293,6.6891,0.22,0.15,2,4
1.3898,6.1841,0.59,0.11,2,3
19.1596,0.6639,0.89,0.18,3,4
5.1766,2.7972,0.16,0.09,4,2
7.3878,8.9568,0.09,0.20,4,1
2.0011,8.4140,0.88,0.16,3,2
10.9432,8.7285,0.17,0.12,1,2
12.2344,11.1435,0.95,0.07,1,2
7.4573,5.2445,0.65,0.13,1,4
10.5568,9.3261,0.70,0.17,2,3
16.9070,16.4112,0.41,0.20,1,1
18.5224,13.6152,0.74,0.16,4,3
8.3580,6.6058,0.78,0.23,1,2
16.2718,10.9094,0.63,0.19,4,2
17.1053,15.1316,0.65,0.10,2,2
7.5768,5.2177,0.87,0.06,1,2
17.3652,7.0685,0.83,0.11,2,1
6.2385,11.2931,0.85,0.05,2,3
9.3747,11.6181,0.22,0.11,1,4
9.1808,3.6324,0.71,0.19,2,2
7.0719,13.0820,0.38,0.14,1,4
9.4431,21.9692,0.43,0.07,3,3
4.9999,17.6513,0.81,0.10,1,4
6.9112,17.7336,0.57,0.15,3,4
2.7885,21.9111,0.29,0.16,4,3
6.5418,11.0060,0.44,0.22,2,2
8.1940,13.2986,0.92,0.23,3,1
19.7433,19.9854,0.02,0.05,4,3
7.5383,10.1558,0.06,0.18,1,4
16.8106,2.3215,0.53,0.22,3,1
18.2557,14.2513,0.76,0.19,3,1
8.9797,12.4429,0.77,0.06,1,4
10.3208,9.3551,0.15,0.24,3,3
19.5441,6.4174,0.70,0.13,2,4
11.0628,2.3037,0.60,0.18,2,4
7.3351,15.7504,0.08,0.05,4,3
7.6572,2.7306,0.79,0.15,1,3
3.6989,5.9549,0.83,0.15,2,2
16.1217,4.2016,0.90,0.19,4,1
4.4716,2.2027,0.81,0.14,4,3
15.4789,12.2730,0.92,0.18,4,2
10.4181,9.1324,0.38,0.07,2,4
16.8339,16.1992,0.79,0.07,2,3
19.9082,16.9634,0.19,0.13,2,2
3.2360,20.9084,0.27,0.21,3,4
5.2663,16.5192,0.48,0.08,2,2
17.6399,18.9128,0.19,0.07,3,3
8.4878,13.7366,0.26,0.19,4,2
1.3174,8.2383,0.57,0.07,4,1
1.5135,9.4662,0.13,0.13,4,3
6.3604,11.4998,0.36,0.14,3,2
4.5843,19.0287,0.95,0.19,3,1
8.6975,12.3682,0.32,0.13,3,4
9.4981,3.1832,0.45,0.15,1,3
4.0339,12.0208,0.39,0.15,1,2
1.6798,13.2492,0.07,0.13,4,2
6.4328,11.7697,0.93,0.09,2,4
6.9248,3.1527,0.53,0.14,3,3
11.2101,13.2307,0.75,0.13,2,2
7.9663,4.0125,0.50,0.13,1,1
4.0472,1.3065,0.09,0.16,1,2
9.5536,15.5704,0.11,0.08,1,2
14.9474,5.3653,0.24,0.20,1,1
3.3397,15.4595,0.80,0.25,4,3
11.5030,9.9699,0.66,0.21,1,1
8.6434,8.9486,0.48,0.06,2,3
13.3072,13.4700,0.20,0.17,3,2
4.3633,7.4166,0.47,0.13,1,4
15.0986,4.8365,0.78,0.14,3,2
6.5744,22.7980,0.81,0.24,2,3
18.6160,3.0169,0.32,0.21,2,2
8.8292,10.2157,0.49,0.14,3,2
10.7576,13.7416,0.90,0.14,1,1
21.4520,7.4769,0.14,0.22,2,4
18.4615,1.5180,0.86,0.14,2,3
6.3275,12.6732,0.47,0.13,3,3
3.3466,13.0466,0.22,0.19,3,3
7.0929,4.8488,0.02,0.11,1,3
6.5021,6.3948,0.69,0.24,4,4
6.4262,13.0875,0.25,0.21,2,1
11.3344,10.9261,0.44,0.09,2,2
12.3768,15.3891,0.84,0.18,2,4
0.4208,0.7653,0.45,0.16,1,3
13.7403,8.7441,0.05,0.08,2,3
