12.806,9.592,1000,1000,1000,1000
7.028,8.772,1000,1000,1000,1000
11.949,11.769,1000,1000,1000,1000
10.830,10.829,1000,1000,1000,1000
7.661,6.284,7.628,6.251,1000,1000
16.514,9.115,16.460,9.145,1000,1000
6.956,14.975,7.002,15.027,1000,1000
9.905,7.017,9.952,7.064,9.922,7.000
8.623,11.571,8.631,11.601,8.642,11.552
13.220,5.165,13.195,5.224,13.237,5.182
11.531,6.055,11.572,6.062,1000,1000
10.734,15.767,10.716,15.715,1000,1000
9.448,5.488,9.408,5.516,9.435,5.543
1.933,10.014,1.925,9.948,1.936,10.017
13.001,10.154,12.993,10.162,1000,1000
8.319,12.327,8.322,12.330,1000,1000
10.642,16.749,10.594,16.797,1000,1000
8.239,11.925,8.256,11.942,8.310,11.950
10.876,10.299,10.931,10.310,10.879,10.362
11.873,11.674,11.880,11.765,1000,1000
